User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text,Sentiment,Kategori_Operasional,Urgency_Level
Rafly,Bukan,9,1,4 tahun lalu,Tidak,"harga overprice, tulisan di nota selalu gak jelas dan harganya berubah2. pernah di naikin total sampe 80rb, setelah di tegur ternyata ayam goreng jadi 45rb an harusnya 33rb😁 …",Negatif,Harga,Tinggi
Mul yadi,Bukan,5,3,setahun lalu,Ya,🫣🫣🫣 Cukup sekali dan trakhir aja dah makan dsini berdua bisa 🤣🤣🤣🤣 Rasa B aja lebih nikmat warung sebelah Seafood biasa dan melebihi bisa makan lebih dri 5 orang …,Negatif,Produk/Makanan,Sedang
Satria karunia Rahmat,Bukan,11,1,2 tahun lalu,Tidak,"overprice banget ini, gurami 1 harga 120k udang 1 tusuk isi 5 hrga48k bukan buat kaum mendang mending, karena mending ga usah kesini sekalian rasa cuma asin garem gurame bakar ga sedep sama sekali",Negatif,"Harga, Produk/Makanan",Sedang
Aku Gabut,Bukan,4,1,setahun lalu,Tidak,"ternyata rating emang gapernah bohong, untuk harga terlalu mahal dengan rasa dan kualitas yg apa adanya, lebih baik pilih tempat lain🙏 …",Negatif,"Harga, Produk/Makanan",Sedang
Rachel Z,Bukan,2,1,setahun lalu,Tidak,"Nyesel makan disana, tempat kaki lima harga termasuk sangat mahal, porsi juga termasuk kecil, jauh jauh makan disana hasilnya ga enak, sambelnya kurang enak, minding di resto ternama mahal tapi enak dan banyak",Negatif,"Harga, Produk/Makanan",Sedang
Jangan Hutang,Bukan,1,2,2 tahun lalu,Tidak,"Paling benci,mereka ini punya ruko namun tempat parkirnya itu adalah jalan umum yg semua masyarakat harusnya bisa parkir disana,makan atau tidak makan disana,pelayan yang meresahkan,neriakin orang seperti maling,sumpah pengen nuntut …",Negatif,"Fasilitas/Parkir, Pelayanan/Staf",Tinggi
evangelista dewi,Bukan,4,1,2 tahun lalu,Tidak,Mahal bgt makan disini entah cuma aku apa ada yg lain Lele (1biji) 28K Udang (1tusuk isi 4) 40K …,Negatif,"Harga, Produk/Makanan",Sedang
aya rach,Ya,10,1,3 tahun lalu,Tidak,"Sebenernya lumayan enak, bebek bakar nya empuk enak. Tapi pas bayar ko kaget ya makan sendiri 120.000 🤣 (bebek 1, nasi 1, paru 1, terong , daun ubi, teh tawar, sambal) …",Netral,"Produk/Makanan, Harga",Rendah
M. Tamsir,Ya,97,1,3 tahun lalu,Tidak,"Ikan bakar ukuran terkecil, dicharge ukuran ikan paling besar .... dikomplain, dikembalikan 15rb. Harga gak karuan charge semaunya kasir .... harga juga gak worthed !!! Kemahalan untuk ukuran ikan bakar bahkan jika dibandingkan dengan beli ikan bakar di Resto seafood Layar sekalipun",Negatif,"Harga, Pelayanan/Staf",Tinggi
Len Rhei,Ya,14,3,3 tahun lalu,Ya,Wow terkejut aja sama harga babatnya. Untung ada sambel,Negatif,"Harga, Produk/Makanan",Sedang
King Poring,Ya,59,4,Diedit 5 bulan lalu,Tidak,"rasa kaki lima, harga bintang lima",Negatif,"Produk/Makanan, Harga",Rendah
Capri Red,Bukan,3,1,setahun lalu,Tidak,"Tempat banyak laler gak layak buat makan Harga nya selangit, makanan jga gak enak Klo harga selangit tempat makan bagus rasa enak ikhlas buat bayar nya",Negatif,"Produk/Makanan, Suasana/Tempat",Sedang
Danang Sapputra,Ya,471,3,4 tahun lalu,Tidak,"sebenarnya rasa sih biasa saja, nggak istimewa. tempat juga walaupun luas tetapi terasa kurang nyaman untuk makan santai, terasa sempit antar meja dan pelayanan terkesan acak adul (pesanan yg dipesan ternyata salah dihidangkan dan sampai …",Negatif,"Produk/Makanan, Pelayanan/Staf",Sedang
Norma Ningsih,Bukan,2,1,2 tahun lalu,Tidak,Dari awal masuk curiga sih..buku menu ga ada pricenya.. minuman yang dateng gelas jumbo.. pas bayar kaget... overpriced luwar biasaa.... …,Negatif,"Pelayanan/Staf, Harga",Sedang
Avi Yusnan,Bukan,1,1,5 tahun lalu,Tidak,"Nyesel pesen gak tanya harga... jadinya muahal... Maunya mau mengenang bebek legendaris jaman waktu tinggal di surabaya. Dulu uenak sekali, ada bumbu kuning, sambel e mantap, pokok e bebek e joss. Tapi sekarang dah jauuhh dari kenangan waktu itu. Dan harganya itu loh...bikin nyesel dan pasti orang gak bakal balik lagi",Negatif,"Produk/Makanan, Harga",Rendah
NadNad Soeprapto,Ya,124,1,2 tahun lalu,Tidak,"Ya Allah.. ampun, sumpah ampun.. kalo kalian warga jakarta atau bandung bebeknya masih enakan bebek kaleyo... Jangan beli disini beneran deh beneran... …",Negatif,Produk/Makanan,Rendah
Buy Ung,Ya,26,2,setahun lalu,Tidak,"Jujur aja makanan di sini enak sambel banyak pilihan, tapi harga nya overprice and soal kebersihan rada mines sih, with same price buat late night dinner better ke mcd or KFC",Negatif,"Produk/Makanan, Harga",Sedang
Cécile M,Ya,107,4,7 tahun lalu,Tidak,Enak banget !! Sayang beberapa item agak Mahal untuk ukuran kaki Lima. Ikan nya 75000. Tapi Tempe nya 1000 an sih. Jadi tergantung kita pilihnya apa …,Positif,"Produk/Makanan, Harga",Rendah
Anggi Suryanika,Ya,311,2,5 tahun lalu,Tidak,"Gak tau ini resto dari tahun kapan baru nemu di surabaya. Tempatnya ga milenial, meja kursi seperti warung makan biasa, memang semua ayam dan ikan di freezer bisa pilih, tapi harga mahal banget. Rasa biasa aja kayak penyetan umumnya. Mungkin mahal di sambalnya yg se-cobek penuh. Ga pengen balik kesini lagi.",Negatif,"Produk/Makanan, Suasana/Tempat",Rendah
Stefano Calvin,Ya,158,5,4 tahun lalu,Ya,Babat dan usunya enak banget. Pecinta sambel harus coba. Sambelnya nampoll.,Positif,Produk/Makanan,Rendah
Eddy Sukandar Fx,Bukan,1,1,Diedit setahun lalu,Tidak,Mahal pol..harga ayam 50 rb..harga ngawurr.Nuthux namanya..tdk barokah.Sekali kapok.,Negatif,"Produk/Makanan, Harga",Sedang
Yudi Hilman,Bukan,5,2,6 tahun lalu,Ya,Harganya lumayan mahal. Kalau rasa ku rasa ada aja yg sama dengan ini tapi harga lebih murah.,Negatif,"Produk/Makanan, Harga",Rendah
David Tan,Ya,110,1,2 tahun lalu,Tidak,"Penyetan yg aneh, ga enak, mahal, tapi rame … kuapok banget makan disini, udah paling bener penyetan di mall sama mahalnya lebih enak lebih nyaman atau yg kaki lima pisan",Negatif,"Produk/Makanan, Harga",Rendah
cherry kucing Ragdoll ku,Ya,36,5,6 tahun lalu,Tidak,"Enak siih, sambel nya juga mantaab (agak keasinan dikit kl mnurut lidahku). Tapii harganya mayaan mihiil kl menurutku yaa.... …",Netral,"Produk/Makanan, Harga",Rendah
Henny Wijaya,Bukan,2,1,3 tahun lalu,Tidak,Maaf sy ksih 1 bintang aja. Rasa B banget Harga M banget …,Negatif,"Produk/Makanan, Harga",Rendah
Vidya Putri,Bukan,2,1,4 tahun lalu,Tidak,Sangat mahal gaes ya. Tempat pinggir jalan harga seperti restoran. Gilaak. 1 ekor ikan 125rb g masuk akal banget. 1 piring nasi 8rb. Minuman satu gelas sekitar 18rb an. Kalau mau kesini pikir2 dl deh ya. 😁 …,Negatif,"Harga, Suasana/Tempat",Sedang
Erma GMS,Ya,11,1,3 tahun lalu,Tidak,"Over price, tidak sesuai dan harga sangat tidak masuk akal, melebihi restoran, pada saat milih ikan penjual ditanya segini berapa jawabnya nanti aja saat bayar, ternyata benar pas bayar 2 gurami bakar, 1 dorang, 7 nasi, 7 es teh, habisnya 600rb",Negatif,"Harga, Pelayanan/Staf",Sedang
Abdul Rachman,Ya,20,1,2 tahun lalu,Ya,Gini doang 120rb. Harganya ngawur,Negatif,Harga,Sedang
Agus Mukhlisin,Ya,155,5,2 tahun lalu,Ya,"Makanan enak, banyak pilihan menu bakaran maupun Goreng",Positif,Produk/Makanan,Rendah
Arinda Rahmadiani,Bukan,4,1,3 bulan lalu,Tidak,"Overprice, makanan hambar, ambience kotor ....",Negatif,"Harga, Suasana/Tempat",Sedang
Lily,Bukan,7,1,6 tahun lalu,Tidak,"Dateng ke sana jam 5 pagi cuma ada 4 paha bebek goreng, ikan sih banyak, tp bebek tinggal segitu dan ayam habis. Pas bayar dikasih bon yg bikin terkejood ya sudahlah semoga enak. Tnyataa alot banget kayak ngajak berantem. Dulu empuk dan …",Negatif,"Produk/Makanan, Harga",Sedang
anis lathifah,Bukan,4,1,6 tahun lalu,Tidak,"Harga mahal bgt. semua lauknya rasae biasa ajaa, cuma sambelnya doang yg joss itupun jg mahal sambelnya. Udang harga 25rb cuma dapet 4 udang kecil LITERALLY UDANG KECIL UKURAN 2CM buibuu, brrti per pcs udang kena harga 5rb lebih🤣🤣🤣 …",Negatif,"Harga, Produk/Makanan",Sedang
it buntok,Bukan,1,1,3 tahun lalu,Tidak,"Ketika saya dan teman2 sampai di Surabaya sekitar jam11 malam , kita tanya sama orang sana makan khas Sby apa yang cocok buat kami terus di rekom untuk makan di padin .. kita mampir .. dan kita pesan ikan bakar .. eh tahu nya pas bayar ke …",Netral,Harga,Rendah
Calvin Antonio,Ya,76,4,4 tahun lalu,Tidak,"Untuk sambalnya bisa pedes dan memang terasa pedesnya, buka nya sekarang bukan 24 jam tapi ada waktu tutupnya juga. Untuk harga mungkin sedikit overprice seperti ikan dihargai 100 an",Netral,"Harga, Produk/Makanan",Rendah
dhiga veans,Ya,67,5,4 tahun lalu,Ya,Ikan goreng nya mantap cuma yg bakarnya ga seberapa matang tapi lumayan sih,Positif,Produk/Makanan,Rendah
Hakki Farafis,Bukan,3,1,7 bulan lalu,Tidak,Kejebak makan disini nyesel banget abis 190rb,Negatif,Harga,Sedang
Nur Fitriana Zumala,Ya,112,4,7 tahun lalu,Tidak,"Untuk rasa ikan bakarnya cocok di lidah saya, tapi untuk menu lain biasa saja. Satu nilai minusnya. Tidak ada rincian harga di daftar menu. Jd ketika sudah pesan beberapa menu saya kaget karena untuk harga satu gurameh kecil (seukuran nila …",Negatif,"Produk/Makanan, Harga",Sedang
Rujakbangkok SiAteu,Bukan,1,1,2 tahun lalu,Tidak,Ada belatung shayy!!!!! Gila!!! Banyak laler pula!!! Heran masih ada aja yg mau jajan disini. Mana harganya ga jelas di getok bgt. Pas nunjukin ada belatunh ga ada say sorry samsek!!! Bahkan ttp bayar harga full!! SAKIT!!!,Negatif,"Produk/Makanan, Pelayanan/Staf",Tinggi
Abede El Adhim,Ya,94,1,8 tahun lalu,Tidak,"Kemarin, 9 Desember, saya makan di sini. Tempatnya kurang bersih. Temboknya kotor. Masakannya lumayan, namun harganya mahal utk ukuran depot ini. Teh hangat saja, Rp 8000. Sedangkan Es Teh, hanya beda es batu, Rp 16000. Belun lagi lauknya, lebih mahal dari Bebek Sinjay atau P. Slamet",Negatif,"Suasana/Tempat, Harga",Sedang
Rio Purnama,Ya,88,2,8 tahun lalu,Tidak,"Tinggal pilih lauknya prasmanan. Sambalnya ada 3 macam varian. Levelnya juga ada 3 yakni gak pedas,pedas dan pedas bingits. …",Positif,Produk/Makanan,Rendah
Ika Puspitasari,Ya,283,3,6 tahun lalu,Tidak,"Ini ulasan jujur saya.. setiap orang bisa saja memiliki pengalaman yang berbeda. Saya ambil bebek dan kangkung rebus sebagai pelengkap (yang dibilang sm penjualnya daun singkong, rupanya kangkung), dan sambal nya yg paling pedas. Sambil …",Netral,Produk/Makanan,Rendah
zulham Mubarak,Bukan,3,1,setahun lalu,Tidak,Sangat tidak recommended! harga luar biasa mahal tapi rasa tidak sesuai. Sangat tidak berkah model jualan begini. Semoga penjual lekas sadar.,Negatif,"Produk/Makanan, Harga",Sedang
Meilisa Eva Ikawati,Ya,73,4,7 tahun lalu,Tidak,"Sebagai turis Jogja yang berkunjung ke Surabaya, ini memang restauran yg mirip2 kaya di Jogja, hanya saja harganya cukup mahal. Untuk ikan gurame 1 ekor ukuran sedang, bisa seharga 80rb, dicocol sambel khas disana yang pedas nikmat hehe.. Yang ga suka ikan ada pilihan ayam juga.. Buka 24 jam ya, jadi bisa kesini kapan aja 😊 …",Netral,"Produk/Makanan, Harga",Rendah
Chai Liang,Bukan,2,1,7 tahun lalu,Tidak,"Enak tapi mahal ga worth it. Udh sempet nanya harga nya brp sblm payment, tapi ga dijawab dan harus lgsg ke kasir. Ikan goreng kecil 75.000, bebek goreng 45.000. Nasi 7.000 an. Aku okay harga mahal kalau ditulis dari awal, but this is a rip off.",Negatif,"Pelayanan/Staf, Harga",Sedang
Rezky Abadi,Ya,18,1,3 tahun lalu,Tidak,"Berdasarkan pengalaman pribadi, harga : rasa gak worth it. Masih banyak tempat makan yg menjual menu seperti disini dgn harga yg jauh lebih murah dgn rasa yg sama atau bahkan ada yg lebih enak.",Negatif,"Produk/Makanan, Harga",Sedang
Sevika Abelia,Ya,20,1,2 tahun lalu,Tidak,"harga e ngawur banget ga masuk akal, harga e mahal tapi rasa biasa aja ga jauh beda sm warung tendaan. ga worth it sih ini harganya over bgt, sorry.",Negatif,"Produk/Makanan, Harga",Sedang
bambang siswanto,Ya,167,5,3 tahun lalu,Tidak,"Sambalnya yang fresh dan pedas mantap dikasih irisan jeruk , tempatnya nyaman, bersih, parkir mobil tersedia, banyak menu variasi pilihan, mulai bebek, ayam dan ikan bakar , harga medium up",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Tezo Keliwake,Ya,182,4,6 tahun lalu,Tidak,Disini kalo makan ambil sendiri menu lauknya lalu akan digoreng atau dibakarkan. Namun ingat sambal disini pedes nya top yah... Jadi kalo pesen ukuran pedesnya …,Positif,Produk/Makanan,Rendah
foun deazz,Bukan,1,1,setahun lalu,Tidak,mahal jangan perna makan disini ga worth it sama sekali! tempat makan jelek pol kaya pembuangan sampah,Negatif,"Suasana/Tempat, Harga",Sedang
fajar lestario,Ya,59,5,7 tahun lalu,Ya,Makanannya bervariasi dan enak (menurut saya).,Positif,Produk/Makanan,Rendah
david dian,Bukan,2,1,3 tahun lalu,Tidak,"Untuk sekelas warung kaki lima harga disini sangat over mahalnya, rasa biasa saja, porsi sedikit. Mending kalian langsung ke restoran saja daripada kesini. Kasian orang awam yg tidak tahu tiba2 mampir kesini bakal dicekek harga mahal, mana gak ada daftar harganya. Dinas terkait harus tindak warung-warung model seperti ini.",Negatif,"Produk/Makanan, Harga",Sedang
Puji astutik,Ya,121,2,6 tahun lalu,Tidak,"Untuk ukuran makanan kaki 5 harganya terlalu muahal..masak harga ikan gurami sama ikan dorang sama² 80 rb...? Mencuci gelasnya juga asal dicelupin aja, nggak higienis blas...",Negatif,"Produk/Makanan, Harga",Sedang
Pangayom,Ya,145,5,Diedit 7 tahun lalu,Tidak,"Tempat makan ternama, selebritis nasional banyak yang pernah singgah makan di sini, terbukti dari foto-foto mereka yang dipajang di sekujur dinding. sambelnya bisa sampe besok masih terasa panas di tangan. Entah gimana takarannya …",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Andryan Film,Bukan,1,1,setahun lalu,Tidak,"Cukup sekali aja kesini, awas jebakan Betmen! Hati-hati klo kesini, rasa biasa aja harga yg luar biasa.. (mahal cuk!)",Negatif,"Produk/Makanan, Harga",Sedang
Affendi,Ya,1416,5,4 tahun lalu,Tidak,"Suatu rumah makan legendaris di jalan Krangan Surabaya. Selalu rame apalagi ketika malam Minggu. Banyak pilihan menu juga disana, dari mulai ayam dan ebebk hingga bermacam-macam ikan dari mulai kakap hingga gurame. Mau dibakar atau …",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Jimmy Tjandra,Ya,165,3,7 tahun lalu,Tidak,"Main feature dari tempat ini adl doi buka 24 jam. Jd kalau ada yg pengen makan di odd hour, tempat ini bisa jd pilihan. Mnrt saya, pilihan ikannya tdk terlalu variatif, mungkin krn saya datang rada …",Netral,"Produk/Makanan, Suasana/Tempat",Rendah
Mochamad Suhendro,Bukan,1,1,2 tahun lalu,Tidak,"Kapok..kapok banget makan d sini Harga nya ngalahin makan di resto, 1 kerapu bakar sedang 150rb 1 es jeruk 25rb …",Negatif,Harga,Sedang
Sadyssey,Bukan,3,1,setahun lalu,Tidak,"Mahall bangett. Rasa biasa aja, tempat juga biasa aja pinggir jalan malah wkwkw, harga wow gak ngotak.",Negatif,"Harga, Produk/Makanan",Sedang
Nadira BSA,Ya,24,1,2 tahun lalu,Tidak,"Makan cuman 2 porsi muahaall banget, nyesel ga liat menu dan review di google dulu.. Niat mau makan murah kaki lama malah begini.. Ga lagi2 kesini",Negatif,Harga,Sedang
Reza Wahyu,Bukan,5,1,2 tahun lalu,Tidak,"Makanan nya kalo di bilang mahal buat saya standard cuman ikan nya berek , agak amis jadi kurang pas dengan harga 120 rb Pelayanan lumayan cepet …",Netral,"Produk/Makanan, Pelayanan/Staf",Rendah
Aprilia Riana,Ya,57,4,3 tahun lalu,Ya,sambelnya sih juara bgt enak...pedes pooll..skrg jg udh bersih pakai pendingin buat simpen lauk pauknya...dulu diemper di meja jd banyak lalat...skrg sudah bagus...tp tetep harganya lumayan pricey gpp hihihi tp tetep enak👍🏼 #reviewforgoodness …,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Sonny Suryo,Bukan,7,1,2 tahun lalu,Tidak,Wah nipu nih.. Aq ada jeroan sisa qurban... Boleh ta ta jual di situ... …,Negatif,Produk/Makanan,Sedang
Widi Muliyastuti,Bukan,4,1,setahun lalu,Ya,HARGA BINTANG LIMA RASA BINTANG 1. MAHAL BANGETT,Negatif,"Harga, Produk/Makanan",Sedang
Mochammad Taoefik,Bukan,4,1,2 tahun lalu,Tidak,"Harga mahal masak makan ayam goreng, sate babat 1 tusuk isi 10 lembar dengan ukuran 1x1cm, nasi 3, es jeruk, krupuk dengan harga 122rb.......",Negatif,"Harga, Produk/Makanan",Sedang
Delta Wahyu,Ya,21,5,3 tahun lalu,Ya,"Buka 24 Jam. Ke sini pas habis ""clbbng"" , tempatny lumayan pw, menunya lengkap, dan pilihan sambelny banyak. Btw di sini sambelnya pedes bgt, kalo emang gakuat pedes disaranin buat pesen yang level sedang aja. Mantaap",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Nadia Mardika,Ya,60,3,7 tahun lalu,Tidak,"Tempat luas, di pinggir jalan. Mudah di temukan. Kalau sore ada tenda juga jadi bisa menampung banyak orang. Buka 24 Jam Nonstop. …",Positif,Suasana/Tempat,Rendah
Mochammad Afghan Rusdiansyah,Ya,23,1,3 tahun lalu,Tidak,"sorry i have to say this, untuk harganya bisa dibilang overprice dengan restoran yang CUMA KAYAK GITU, gurami harga 100.000 pinter banget ga dikasih daftar harga, DAN nih ya GURAMI NYA Banyak sisik yang belum bersih dan dibakar nya masih mentah, sorry.",Negatif,"Harga, Produk/Makanan",Tinggi
widya wati,Bukan,12,1,3 tahun lalu,Tidak,"Mahal bangeet smpe kaget cuma penyetan doank harga di atas 100rb,agak nggak masuk akal,rasa jg sma aja kaya penyetan yang lain 1 tusuk sate paru di hargain 48rb …",Negatif,"Harga, Produk/Makanan",Sedang
Yulia,Ya,197,4,7 tahun lalu,Tidak,"Menu disini berupa aneka penyetan. Dari mulai lele, ayam, bebek, ikan gurami, dll. Menu dilengkapi dengan aneka lalapan. Buka 24 jam, solusi buat yg tengah malam lapar. Lokasi dekat dengan pasar blauran dan mall BG Junction, Surabaya. Rasa …",Netral,"Produk/Makanan, Suasana/Tempat",Rendah
Budi_ Bleck,Ya,475,4,3 tahun lalu,Tidak,Rasanya basa saja. Bedanya di buka 24 jam. Jam malam kalau lapar silahkan mampir. Suasana lumayan ramai. Tidak terlalu antre. Harga nya lumayan karena ada ditempat yang strategis.,Netral,"Harga, Suasana/Tempat",Rendah
Dhea Karina Viola,Ya,72,1,8 tahun lalu,Tidak,"Kesini pas lagi laper jam 1 dini hari dan bingung mau makan dimana gitu loh, gataunya beehh kyk penyetan biasa aja tapi harganya beh beh beh bayangin aja deh paru dua sendok makan harganya 40rb, belum babat dua sendok, nasi, minum, …",Negatif,"Produk/Makanan, Harga",Sedang
Mohammad iwan Fauzi,Bukan,2,1,setahun lalu,Tidak,"Cukup 1 kali dan terakhir kali, warung setara bintang 1 harga setara bintang 5 , Muaahall gak recomended bikin kantong kering",Negatif,Harga,Sedang
Fauzi Febray,Bukan,1,1,2 tahun lalu,Tidak,"Makan disini pertama kali langsung kecewa, karena harga 1 tusuk paru ga masuk akal, sma es jeruk kemahalan, lele standar lah, tahunya dicek lg karena bau..untuk rasa secara umum okelah..",Negatif,"Produk/Makanan, Harga",Tinggi
yokka prasetya,Bukan,7,1,setahun lalu,Tidak,Makananya enak harga nya murah kalau untuk orang kaya raya lek wong biasa Yo jebol ndas sak dompetmu bos,Negatif,"Produk/Makanan, Harga",Sedang
Fitri Handayani,Ya,7,1,3 tahun lalu,Tidak,"Kemarin ke Surabaya mampir makan disini beli Makan 6 orang lauknya 3 bebek + 2 ayam + 1 paru Minum 5 itupun teh, jeruk, milo …",Netral,"Produk/Makanan, Harga",Rendah
Gading Laraswati,Bukan,6,1,setahun lalu,Tidak,"Muahallk bangett ga ngotakk masak makan orang ber7 kena 900rb kebih 😵😵😵gokill dahal rasanya b aja, kaki lima juga …",Negatif,"Produk/Makanan, Harga",Sedang
temai untong,Ya,9,1,2 tahun lalu,Tidak,"Mahal & rasa biasa saja. Gak usah kesini kalian hati2 digetok harga. Kalau pingin kecewa, monggo cobain sendiri",Negatif,"Produk/Makanan, Harga",Sedang
Febri Elita Sari,Ya,63,1,setahun lalu,Tidak,Sumpaahh kapookk banget makan di sini... Makan 1 orang habis 257.000 cuma makan 1 kerapu bakar 1 nasi putih 1 jeruk... Mending makan di boncafe... Sekelas restaurant berkelas,Negatif,"Produk/Makanan, Harga",Sedang
NaLa,Ya,33,1,4 tahun lalu,Tidak,"Gak dua kali dech makan disini, harganya mahal banget utk warung bkan resto lho ya, lantainya jorok, bnyk tissue bekas berserakan, 3 nasi bebek goreng+3tahu+3tempe+1 terong+2bks kecil kulupan daun ubi+1 bks kecil pete, sambel tomatnya sich enak tapi dikit banget, saya harus bayar 226.000.....nyesel makan disitu.....",Negatif,"Produk/Makanan, Suasana/Tempat",Sedang
Billy Tri Budiartha,Ya,373,4,7 tahun lalu,Tidak,Sambalnya mmg paling juara! Bisa request mau pake cabe berapa aja.. ga salah kalo jd langganan artis. Tp ati2 kalo yg belum pernah ke sini.. jangan kaget sama harganya 😋 …,Netral,"Produk/Makanan, Harga",Rendah
Andri Nasirul Buldan,Ya,36,5,5 tahun lalu,Ya,"Bersama Umik Dewi pemilik RM Padin, sehat dan lancar terus usahanya ya Umik👍🏼 …",Positif,,Rendah
zidan spesial,Bukan,1,1,2 tahun lalu,Tidak,😅 wes cukup 1 kali saja saya kesini sama keluarga .kesan pertama kok 24jam bukax tak kira enak + murah 😂 …,Negatif,"Produk/Makanan, Harga",Sedang
Habib Muhammad,Ya,169,4,8 tahun lalu,Ya,"Sambelnya juara, tempat cukup luas.. Harga moderate",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Noer Alamsyah,Bukan,2,1,2 tahun lalu,Tidak,semua harga gak masuk di akal mahal bgt..makanan juga B ajah.. tempat panas banyak lalat wes pokoknya gak recomend 👎👎👎hati2 kalo makan disini awas keblondrok …,Negatif,"Produk/Makanan, Suasana/Tempat",Sedang
