User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text
"Abede El Adhim","Ya","94","1","8 tahun lalu","Tidak","Kemarin, 9 Desember, saya makan di sini.  Tempatnya kurang bersih.  Temboknya kotor.  Masakannya lumayan,  namun harganya mahal utk ukuran depot ini.  Teh hangat saja,  Rp 8000. Sedangkan Es Teh,  hanya beda es batu, Rp 16000. Belun lagi lauknya,  lebih mahal dari Bebek Sinjay atau P.  Slamet"
"Rio Purnama","Ya","88","2","8 tahun lalu","Tidak","Tinggal pilih lauknya prasmanan. Sambalnya ada 3 macam varian. Levelnya juga ada 3 yakni gak pedas,pedas dan pedas bingits. …"
"Ika Puspitasari","Ya","283","3","6 tahun lalu","Tidak","Ini ulasan jujur saya.. setiap orang bisa saja memiliki pengalaman yang berbeda. Saya ambil bebek dan kangkung rebus sebagai pelengkap (yang dibilang sm penjualnya daun singkong, rupanya kangkung), dan sambal nya yg paling pedas. Sambil …"
"zulham Mubarak","Bukan","3","1","setahun lalu","Tidak","Sangat tidak recommended! harga luar biasa mahal tapi rasa tidak sesuai. Sangat tidak berkah model jualan begini. Semoga penjual lekas sadar."
"Meilisa Eva Ikawati","Ya","73","4","7 tahun lalu","Tidak","Sebagai turis Jogja yang berkunjung ke Surabaya, ini memang restauran yg mirip2 kaya di Jogja, hanya saja harganya cukup mahal. Untuk ikan gurame 1 ekor ukuran sedang, bisa seharga 80rb, dicocol sambel khas disana yang pedas nikmat hehe.. Yang ga suka ikan ada pilihan ayam juga.. Buka 24 jam ya, jadi bisa kesini kapan aja 😊 …"
"Chai Liang","Bukan","2","1","7 tahun lalu","Tidak","Enak tapi mahal ga worth it. Udh sempet nanya harga nya brp sblm payment, tapi ga dijawab dan harus lgsg ke kasir. Ikan goreng kecil 75.000, bebek goreng 45.000. Nasi 7.000 an. Aku okay harga mahal kalau ditulis dari awal, but this is a rip off."
"Rezky Abadi","Ya","18","1","3 tahun lalu","Tidak","Berdasarkan pengalaman pribadi, harga : rasa gak worth it. Masih banyak tempat makan yg menjual menu seperti disini dgn harga yg jauh lebih murah dgn rasa yg sama atau bahkan ada yg lebih enak."
"Sevika Abelia","Ya","20","1","2 tahun lalu","Tidak","harga e ngawur banget ga masuk akal, harga e mahal tapi rasa biasa aja ga jauh beda sm warung tendaan. ga worth it sih ini harganya over bgt, sorry."
"bambang siswanto","Ya","167","5","3 tahun lalu","Tidak","Sambalnya yang fresh dan pedas mantap dikasih irisan jeruk , tempatnya nyaman,  bersih,  parkir mobil tersedia,  banyak menu variasi pilihan,  mulai bebek, ayam dan ikan bakar , harga medium up"
"Tezo Keliwake","Ya","182","4","6 tahun lalu","Tidak","Disini kalo makan ambil sendiri menu lauknya lalu akan digoreng atau dibakarkan. Namun ingat sambal disini pedes nya top yah... Jadi kalo pesen ukuran pedesnya …"
"foun deazz","Bukan","1","1","setahun lalu","Tidak","mahal jangan perna makan disini ga worth it sama sekali! tempat makan jelek pol kaya pembuangan sampah"
"fajar lestario","Ya","59","5","7 tahun lalu","Ya","Makanannya bervariasi dan enak (menurut saya)."
"david dian","Bukan","2","1","3 tahun lalu","Tidak","Untuk sekelas warung kaki lima harga disini sangat over mahalnya, rasa biasa saja, porsi sedikit. Mending kalian langsung ke restoran saja daripada kesini. Kasian orang awam yg tidak tahu tiba2 mampir kesini bakal dicekek harga mahal, mana gak ada daftar harganya. Dinas terkait harus tindak warung-warung model seperti ini."
"Puji astutik","Ya","121","2","6 tahun lalu","Tidak","Untuk ukuran makanan kaki 5 harganya terlalu muahal..masak harga ikan gurami sama ikan dorang sama² 80 rb...? Mencuci gelasnya juga asal dicelupin aja, nggak higienis blas..."
"Pangayom","Ya","145","5","Diedit 7 tahun lalu","Tidak","Tempat makan ternama, selebritis nasional banyak yang pernah singgah makan di sini, terbukti dari foto-foto mereka yang dipajang di sekujur dinding. sambelnya bisa sampe besok masih terasa panas di tangan. Entah gimana takarannya …"
"Andryan Film","Bukan","1","1","setahun lalu","Tidak","Cukup sekali aja kesini, awas jebakan Betmen! Hati-hati klo kesini, rasa biasa aja harga yg luar biasa.. (mahal cuk!)"
"Affendi","Ya","1416","5","4 tahun lalu","Tidak","Suatu rumah makan legendaris di jalan Krangan Surabaya. Selalu rame apalagi ketika malam Minggu. Banyak pilihan menu juga disana, dari mulai ayam dan ebebk hingga bermacam-macam ikan dari mulai kakap hingga gurame. Mau dibakar atau …"
"Jimmy Tjandra","Ya","165","3","7 tahun lalu","Tidak","Main feature dari tempat ini adl doi buka 24 jam. Jd kalau ada yg pengen makan di odd hour, tempat ini bisa jd pilihan. Mnrt saya, pilihan ikannya tdk terlalu variatif, mungkin krn saya datang rada …"
"Mochamad Suhendro","Bukan","1","1","2 tahun lalu","Tidak","Kapok..kapok banget makan d sini Harga nya ngalahin makan di resto, 1 kerapu bakar sedang 150rb 1 es jeruk 25rb …"
"Sadyssey","Bukan","3","1","setahun lalu","Tidak","Mahall bangett. Rasa biasa aja, tempat juga biasa aja pinggir jalan malah wkwkw, harga wow gak ngotak."
"Nadira BSA","Ya","24","1","2 tahun lalu","Tidak","Makan cuman 2 porsi muahaaaaalll banget, nyesel ga liat menu dan review di google dulu.. Niat mau makan murah kaki lama malah begini.. Ga lagi2 kesini"
"Reza Wahyu","Bukan","5","1","2 tahun lalu","Tidak","Makanan nya kalo di bilang mahal buat saya standard cuman ikan nya berek , agak amis jadi kurang pas dengan harga 120 rb Pelayanan lumayan cepet …"
"Aprilia Riana","Ya","57","4","3 tahun lalu","Ya","sambelnya sih juara bgt enak...pedes pooolll..skrg jg udh bersih pakai pendingin buat simpen lauk pauknya...dulu diemper di meja jd banyak lalat...skrg sudah bagus...tp tetep harganya lumayan pricey gpp hihihi tp tetep enak👍🏼 #reviewforgoodness …"
"Sonny Suryo","Bukan","7","1","2 tahun lalu","Tidak","Wah nipu nih.. Aq ada jeroan sisa qurban... Boleh ta ta jual di situ... …"
"Widi Muliyastuti","Bukan","4","1","setahun lalu","Ya","HARGA BINTANG LIMA RASA BINTANG 1. MAHAL BANGETTTTTTTTTT"
"Mochammad Taoefik","Bukan","4","1","2 tahun lalu","Tidak","Harga mahal masak makan ayam goreng, sate babat 1 tusuk isi 10 lembar dengan ukuran 1x1cm, nasi 3, es jeruk, krupuk dengan harga 122rb......."
"Delta Wahyu","Ya","21","5","3 tahun lalu","Ya","Buka 24 Jam. Ke sini pas habis ""clbbng"" , tempatny lumayan pw, menunya lengkap, dan pilihan sambelny banyak. Btw di sini sambelnya pedes bgt, kalo emang gakuat pedes disaranin buat pesen yang level sedang aja.  Mantaaap"
"Nadia Mardika","Ya","60","3","7 tahun lalu","Tidak","Tempat luas, di pinggir jalan. Mudah di temukan. Kalau sore ada tenda juga jadi bisa menampung banyak orang. Buka 24 Jam Nonstop. …"
"Mochammad Afghan Rusdiansyah","Ya","23","1","3 tahun lalu","Tidak","sorry i have to say this, untuk harganya bisa dibilang overprice dengan restoran yang CUMA KAYAK GITU, gurami harga 100.000 pinter banget ga dikasih daftar harga, DAN nih ya GURAMI NYA Banyak sisik yang belum bersih dan dibakar nya masih mentah, sorry."
"widya wati","Bukan","12","1","3 tahun lalu","Tidak","Mahal bangeeet smpe kaget cuma penyetan doank harga di atas 100rb,agak nggak masuk akal,rasa jg sma aja kaya penyetan yang lain 1 tusuk sate paru di hargain 48rb …"
"Yulia","Ya","197","4","7 tahun lalu","Tidak","Menu disini berupa aneka penyetan. Dari mulai lele, ayam, bebek, ikan gurami, dll. Menu dilengkapi dengan aneka lalapan. Buka 24 jam, solusi buat yg tengah malam lapar. Lokasi dekat dengan pasar blauran dan mall BG Junction, Surabaya. Rasa …"
"Budi_ Bleck","Ya","475","4","3 tahun lalu","Tidak","Rasanya basa saja. Bedanya di buka 24 jam. Jam malam kalau lapar silahkan mampir. Suasana lumayan ramai. Tidak terlalu antre.  Harga nya lumayan karena ada ditempat yang strategis."
"Dhea Karina Viola","Ya","72","1","8 tahun lalu","Tidak","Kesini pas lagi laper jam 1 dini hari dan bingung mau makan dimana gitu loh, gataunya beeeeehhhh kyk penyetan biasa aja tapi harganya beh beh beh bayangin aja deh paru dua sendok makan harganya 40rb, belum babat dua sendok, nasi, minum, …"
"Mohammad iwan Fauzi","Bukan","2","1","setahun lalu","Tidak","Cukup 1 kali dan terakhir kali, warung setara bintang 1 harga setara bintang 5 , Muaahall gak recomended bikin kantong kering"
"Fauzi Febray","Bukan","1","1","2 tahun lalu","Tidak","Makan disini pertama kali langsung kecewa, karena harga 1 tusuk paru ga masuk akal, sma es jeruk kemahalan, lele standar lah, tahunya dicek lg karena bau..untuk rasa secara umum okelah.."
"yokka prasetya","Bukan","7","1","setahun lalu","Tidak","Makananya enak harga nya murah kalau untuk orang kaya raya lek wong biasa Yo jebol ndas sak dompetmu bos"
"Fitri Handayani","Ya","7","1","3 tahun lalu","Tidak","Kemarin ke Surabaya mampir makan disini beli Makan 6 orang lauknya 3 bebek + 2 ayam + 1 paru Minum 5 itupun teh, jeruk, milo …"
"Gading Laraswati","Bukan","6","1","setahun lalu","Tidak","Muahallk bangetttt ga ngotakkk masak makan orang ber7 kena 900rb kebih 😵😵😵gokilll dahal rasanya b aja, kaki lima juga …"
"temai untong","Ya","9","1","2 tahun lalu","Tidak","Mahal & rasa biasa saja. Gak usah kesini kalian hati2 digetok harga. Kalau pingin kecewa, monggo cobain sendiri"
"Febri Elita Sari","Ya","63","1","setahun lalu","Tidak","Sumpaaaaahhh kapoookkk banget makan di sini... Makan 1 orang habis 257.000 cuma makan 1 kerapu bakar 1 nasi putih 1 jeruk... Mending makan di boncafe... Sekelas restaurant berkelas"
"NaLa","Ya","33","1","4 tahun lalu","Tidak","Gak dua kali dech makan disini, harganya mahal banget utk warung bkan resto lho ya, lantainya jorok, bnyk tissue bekas berserakan, 3 nasi bebek goreng+3tahu+3tempe+1 terong+2bks kecil kulupan daun ubi+1 bks kecil pete, sambel tomatnya sich enak tapi dikit banget, saya harus bayar 226.000.....nyesel makan disitu....."
"Billy Tri Budiartha","Ya","373","4","7 tahun lalu","Tidak","Sambalnya mmg paling juara! Bisa request mau pake cabe berapa aja.. ga salah kalo jd langganan artis. Tp ati2 kalo yg belum pernah ke sini.. jangan kaget sama harganya 😋 …"
"Andri Nasirul Buldan","Ya","36","5","5 tahun lalu","Ya","Bersama Umik Dewi pemilik RM Padin, sehat dan lancar terus usahanya ya Umik👍🏼 …"
"zidan spesial","Bukan","1","1","2 tahun lalu","Tidak","😅 wes cukup 1 kali saja saya kesini sama keluarga .kesan pertama kok 24jam bukax tak kira enak + murah 😂 …"
"Habib Muhammad","Ya","169","4","8 tahun lalu","Ya","Sambelnya juara, tempat cukup luas.. Harga moderate"
"Noer Alamsyah","Bukan","2","1","2 tahun lalu","Tidak","semua harga gak masuk di akal mahal bgt..makanan juga B ajah.. tempat panas banyak lalat wes pokoknya gak recomend 👎👎👎hati2 kalo makan disini awas keblondrok …"
"Enggar NoNi","Ya","133","5","3 tahun lalu","Tidak","dulu ini fenomenal banged, penyetan dg sambel yg aneka macam dan nampol banged, banyak banged foto2 artis sbg bukti sudah makan disini jg. Harus meningkatkan kualiatas supaya gak tergerus persaingan kuliner yg skrg beraneka ragam. sukses selalu"
"a","Bukan","3","1","3 tahun lalu","Tidak","Harganya gila, g worth it dgn rasa dan tempatnya,  harganya udh sekelas restoran pdhl rasa dan tempat kaki lima, mending makan d layar aja, harga sama tp rasa dan tempat jauh lbh baik, byk penyetan lbh enak rasanya dan harganya jauh lbh …"
"Zahri N.A","Bukan","7","1","9 bulan lalu","Tidak","Pantesan ga dikasi harga nasi ayam bungkus aj 50k"
"Novi Insanul Khak SE (Abu Gilar)","Ya","14","1","9 tahun lalu","Tidak","Untuk ukuran SBY....Rasa dan tempat kaya gini termasuk mahal..... Meski buka 24 jam...Harusnya menyediakan lauk yg lebih fresh...bukan yg sudah digoreng setengah Mateng..."
"AndyOne “Aan” Putra Purnomo","Ya","24","3","3 tahun lalu","Tidak","Cukup 1 Kali saja buat saya kesini, dan menjadikan pengalaman saja buat saya sekeluarga kesini, sudah tidak bisa menjaga kebersihan tempatnya. Dan juga harga nya sangat Mahal. Bagi yang pengen makan disini, saya sarankan coba saja sendiri …"
"Chintia Andhiani","Bukan","11","1","3 tahun lalu","Tidak","Yg mau makan kesini sebaiknya tnya hrga dlu,sya pesen makan bebek 4 nasi 5 sate paru 2 sate babat 2 pete 2,katanya sambelnya free,minumnya es jeruk 1 dan aqua itu total hbjs 374000,mahall bnget,untuk rasa enak"
"Novi Dinasti","Bukan","10","5","8 bulan lalu","Tidak","nice tempatnya aja kurang bersih kalau makan lumayan enak"
"tassya zefanya","Ya","42","1","6 tahun lalu","Tidak","harga gurami besar kecil pukul rata,di resto mewah aja diitung berdasar berat. Es jeruk pun 16 ribu mending beli koi bos ga beda jauh harga. pokoknya MAHAL"
"meilinda mei","Bukan","9","1","Diedit 6 tahun lalu","Tidak","MAHAL DAN GA WORTH IT, cuma penyetan biasa, sambel enak sih, tapi gabisa dikatakan yg ""enak banget"" gitu yaelah wkwk. Ikannya juga ga fresh. Pesen es kopyor ekspektasinya segerrr gitukan, eh ini malah bikin haus, gaenak bgt lagi kebanyakan …"
"Melvin Velia","Bukan","2","1","6 tahun lalu","Tidak","Harga MAHAL, tempat KOTOR, rasa GAK ENAK, gak akan balik lg kok👍🏿 Disesuaikan saja harganya daripada nanti pelanggan bakal kapok👍🏿 Ngawur banget kalau kasih harga, drpd makan disitu ya mending di restaurant, harga gak beda jauh tapi RASA, KUALITAS, TEMPAT jauh jauh jauh lebih BAIK. …"
"Erlangga","Ya","84","3","7 tahun lalu","Tidak","Rasa sambal lumayan enak, tp standar. Tidak ada yg spesial. Menu lauk macam"", ayam, bebek, gurami, jerohan, dkk. Harganya yg mgkn agak sedikit terlalu mahal. Parkirnya lumayan gampang. Cocok d nikmati d waktu malam atau dini hari, karena buka 24jam"
"The costume Closet","Bukan","5","1","setahun lalu","Tidak","Harga mahal banget utk ukuran pinggir jalan. Harga juga biasa aja. Bikin kapok!!!"
"Tyas Melani - TokoCikmel","Ya","59","2","Diedit 4 tahun lalu","Tidak","harga mahal.rasa biasa aja.pelayanan buruk.gak pernah tersenyum. nasi 2 lele 1 ekor …"
"Achmad Moenawir Ismail Harun","Ya","31","1","7 tahun lalu","Tidak","Tambah mahaL dengan rasa yang biasa dan tidak istimewa... hanya di tembok banyak dipenuhi orang terkenaL.... Gurami aja 80 ribu di tambah tahu tempe terong nasi sambeL es jeruk jadi 140 …"
"Yuli Rejias","Ya","56","5","7 tahun lalu","Tidak","Pagi-pagi banget lapar, pengen yang model sambelan. Nah biasanya malam kan adanya. Tapi kalo pagi udah ngidam ya cuss aja meluncur kesini. 24 jam lhoooo... Termasuk ngetop kok, banyak foro selebritis yang pernah mampir bersama pemilik …"
"novika dewi","Ya","20","3","3 tahun lalu","Tidak","Harganya nggak masuk d akal.. Walau terkenal tapi ya nggak mahal2 gitu lah ya, sambelnya biasa aja kalau menurut aq, nggak ada istimewanya tapi mehong banget.. Cuman pelayanannya cepat"
"Dwi Panji","Bukan","3","1","setahun lalu","Ya","Harga tidak masuk akal. Cukup sekali saja."
"imam bukhori","Bukan","5","1","setahun lalu","Tidak","Jangan kesini deh kalo ga mau kapok sama harganya. Rasa biasa aja tp harga luar biasa, pokox klo ga mau kapok jgn ksni"
"John Heryanto","Ya","346","4","7 tahun lalu","Tidak","Barusan saya dan teman-teman makan disini dengan ikan lele, bebek, pete, terong dan sambal. Warung ini buka 24 jam, jadi tak perlu hawatir jam berapapun pasti buka. Untuk makan disini dengan ikan lele, tempe, nasi dan teh manis sebesar 34 …"
"anisya turtle","Bukan","1","1","7 tahun lalu","Tidak","1. Kualitas nasi sangat buruk 2. Sambalnya gak ada rasanya, cuma pedes doank 3. Bumbu ikan bakarnya kurang terasa …"
"Bayu Xp","Ya","196","3","3 tahun lalu","Ya","rasa lumayan, entah apa yang buat mereka ramai, yaaa okelah buat yang penasaran dan mau incip incip. …"
"rika marini","Ya","327","3","7 tahun lalu","Tidak","Tempat makan yg buka 24 jam, lokasi berada di dekat BG junction, seberang pasar blauran. menu makanan di tempat ini berbagai macam bakaran dan goreng cuma sygnya ikannya …"
"Hanif Syafei","Ya","11","5","3 tahun lalu","Tidak","Rasa makanan enak, gurih, pilihan sambel dan lauk beragam, tapi untuk harga sedikit lebih mahal dibanding dengan rata-rata masakan di warung makan serupa. Tapi patut dicoba, karena banyak selebriti yang pernah mampir, terlihat dari photo-photo dokumentasi yang terpajang."
"Suryani Lilis","Bukan","10","1","2 tahun lalu","Tidak","Kaget banget gua makanan biasa saja dan tempat sangat kotor seperti kaki lima tapi harganya ampun dah, sangat tidak masuk akal, penipuan gak sih ini"
"Franky Toyota","Ya","122","5","6 tahun lalu","Tidak","Pennyetannya enak, rasanya makyusss sambalnya, ada sambal pencit juga. Penyetannya lengkap, mulai aneka ikan, terong, tahu tempe, bebek,ayam, lalapan, sayur-sayuran, seafood, cumi, udang, aneka sambal, tempanya luas, berada di …"
"Martinus David","Ya","8","2","4 tahun lalu","Tidak","Sambalnya lumayan enak, tapi waktu bayar, rasa enak sambalnya hilang seketika karena mahal banget.... seharusnya harganya dicantumkan di lembar pemesanan, supaya tidak terkesan 'menjebak'"
"niko GG","Ya","25","2","3 tahun lalu","Tidak","Lumayan enak,tapi sayang di lembar menu tidak dicantumkan harga,sehingga saat membayar pihak pengelola dapat menentukan harga seenaknya,apalagi harganya berkesan overprize."
"adda akib","Bukan","2","2","2 tahun lalu","Tidak","Pengalaman buruk bgt... Makanan biasa saja,...masa makan 8 org harga 905,000 😱😱 ini sich gila yaaa... Tidak recommend lah Rasa B aj 😩😠 …"
"Nina","Ya","75","2","2 tahun lalu","Tidak","Belum menemukan enaknya dimana Menangnya disini buka 24jam Tapi untuk sambalnya, gabisa dirasakan. Udangnya juga amis, masih ada kotoran kepalanya"
"larasati permata ardhya garini","Ya","20","1","setahun lalu","Tidak","Sumpah harganya ga masuk akal di luar nalar.... Ga worth it bgt. Untuk rasa standard,"
"Nella Siregar","Ya","14","5","2 tahun lalu","Tidak","harga makanan nya cukup mahal tapi untuk rasa sangat enak tenan, sudah banyak artis yg makan disini jadi tempatnya cukup populer karna cukup banyak artis yg singgah untuk makan disini …"
"raka amin","Ya","21","1","6 tahun lalu","Tidak","saya cuma pesan ikan 2 tahu tempe nasi 2 habisnya 275 , setelah bayar dan aku koreksi notanya ternya ada menu yg ga aku pesan di masukin di nota.  padahal menu prasmananya juga di depan kasir langsung.  yasudah lah semoga warung nya tambah barokah"
"Drs. Yan Kurnianto","Ya","190","4","2 tahun lalu","Tidak","Mirip spt masakan Sunda, banyak variasi terhidangkan, bakar, goreng dll lengkap, cita rasa yg cukup enak. Harga terjangkau"
"Fitra Mastraa","Ya","492","5","6 tahun lalu","Ya","Kuliner 24 jam di sby....idola kalangan selebritis tanah air....mantull"
"Faiqotul Himmah","Bukan","5","1","setahun lalu","Ya","INI JUALAN / MALAK ? HARGA GAK WAJAR SIH JANGAN KESINI , HATI HATI"
"Bambang Sutrisno","Ya","14","1","setahun lalu","Tidak","Harganya di luar nurul,kualitas rasa seperti penyetan pada umumnya 😃 …"
"Mama Baim","Ya","172","4","3 tahun lalu","Tidak","Tempatnya luas.. kita bisa pilih sendiri.. harga bersaing, tp menurut saya lebih mahal drpda tempat lain dgn varian serupa. Yang spesial sambel dan gelas jumbonya.."
